<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-notion">notion</span></div><br><div class="mot">Work Places</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-notion">notion</span></div><br><div class="mot">Les lieux de travail</div>;ANGLAIS::niveau::A2 ANGLAIS::type::notion ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">the working week</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la semaine de travail</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a 39-/35-hour working week</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">une semaine de 39/35 heures</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">office hours</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les heures de bureau</div><br><div class="note">-- Note --<br><br>Prononciation : [ˈaʊəz]</div>;ANGLAIS::niveau::A2 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">flexitime</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les horaires flexibles</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">part-time work</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le travail à temps partiel</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">a part-time worker, a part-timer</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">un travailleur à temps partiel</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">temporary work, temping</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le travail temporaire, l’intérim</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">shiftwork</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le travail par roulement / en équipes</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">the day/night shift</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">l’équipe de jour/de nuit</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">overtime</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les heures supplémentaires</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">work sharing</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le partage du travail</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to work full-time</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">travailler à temps plein</div>;ANGLAIS::niveau::A2 ANGLAIS::type::verb ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to work shifts</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">travailler par roulement</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to work overtime</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">faire des heures supplémentaires</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to do job sharing</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">partager le travail</div><br><div class="note">-- Note --<br><br>do, did, done</div>;ANGLAIS::niveau::C1 ANGLAIS::type::irr-verb ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-adj">adj</span></div><br><div class="mot">full-time</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-adj">adj</span></div><br><div class="mot">à temps plein</div>;ANGLAIS::niveau::A2 ANGLAIS::type::adj ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-adj">adj</span></div><br><div class="mot">part-time</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-adj">adj</span></div><br><div class="mot">à temps partiel</div>;ANGLAIS::niveau::A2 ANGLAIS::type::adj ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-adj">adj</span></div><br><div class="mot">half-time</div>;<div class="theme">Thème : Work > Working-conditions > Work-Places-and-working-hours</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-adj">adj</span></div><br><div class="mot">à mi-temps</div><br><div class="note">-- Note --<br><br>Prononciation : [hɑːf]</div>;ANGLAIS::niveau::B1 ANGLAIS::type::adj ANGLAIS::Work::Working-conditions::Work-Places-and-working-hours
