<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-notion">notion</span></div><br><div class="mot">Probation and Training</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-notion">notion</span></div><br><div class="mot">Période d’essai et formation</div>;ANGLAIS::niveau::B2 ANGLAIS::type::notion ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to be on a training period</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">être en stage</div><br><div class="note">-- Note --<br><br>be, was/were, been</div>;ANGLAIS::niveau::B1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to specialize (in)</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">se spécialiser (en)</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-notion">notion</span></div><br><div class="mot">Promotion</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-notion">notion</span></div><br><div class="mot">L’avancement / la promotion</div>;ANGLAIS::niveau::B1 ANGLAIS::type::notion ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">an appointment (as)</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">une nomination (en tant que)</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">an assignment</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">une affectation (administrative)</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">tenure</div><br><div class="exemple">-- Exemple --<br><br>Notamment dans l'enseignement supérieur ou la fonction publique</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">la titularisation</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">seniority</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">l’ancienneté</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">promotion by seniority</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">l’avancement à l’ancienneté</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">merit</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">le mérite</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">promotion by selection</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">l’avancement au mérite</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-noun">noun</span></div><br><div class="mot">career prospects</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-noun">noun</span></div><br><div class="mot">les perspectives de carrière</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to be assigned/appointed</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">être nommé</div><br><div class="note">-- Note --<br><br>be, was/were, been</div>;ANGLAIS::niveau::C1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to be reassigned/transferred</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">être muté</div><br><div class="note">-- Note --<br><br>be, was/were, been</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to get tenure</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">être titularisé</div><br><div class="note">-- Note --<br><br>get, got, got</div>;ANGLAIS::niveau::C1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to be promoted</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">être promu</div><br><div class="note">-- Note --<br><br>be, was/were, been</div>;ANGLAIS::niveau::B1 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">to climb the ladder</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-irr-verb">irr. verb</span></div><br><div class="mot">monter dans la hiérarchie / gravir les échelons</div><br><div class="note">-- Note --<br><br>climb, climbed, climbed</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type type-verb">verb</span></div><br><div class="mot">to further one’s career</div>;<div class="theme">Thème : Work > The-job-market > Employment > Probation-and-Training-Promotion</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type type-verb">verb</span></div><br><div class="mot">gérer / faire avancer sa carrière</div>;ANGLAIS::niveau::C1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Probation-and-Training-Promotion
